ref;title;author;lastRunTime;totalVotes;competition;domain;dataDependency;codeDependency;awareness;modularity;configurableOptions;scalability;readability;performance;duplicateCodeElimination;total
pavlofesenko/simplest-top-10-titanic-0-80861;simplest-top-10-titanic-0-80861;pavlofesenko;1050;4520;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
marianadeem755/titanic-competition-neuralnetwork-gradiantboosting;titanic-competition-neuralnetwork-gradiantboosting;marianadeem755;1450;4500;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
mauriciocap/pytanic;pytanic;mauriciocap;750;4480;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
salmaokishk/lab-4-notebook-manual;lab-4-notebook-manual;salmaokishk;250;4460;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
rishavnandi/titanic-prediction;titanic-prediction;rishavnandi;850;4440;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
niteshyadav3103/titanic-eda-prediction-top-8;titanic-eda-prediction-top-8;niteshyadav3103;1250;4420;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
serkanpeldek/object-oriented-titanics;object-oriented-titanics;serkanpeldek;950;4400;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-06;py310-python-kaggle-start-book-ch02-06;sishihara;850;4380;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
motohiro/notebooke9b25a365d;notebooke9b25a365d;motohiro;150;4360;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
odins0n/plotly-ultimate-guide-for-beginners;plotly-ultimate-guide-for-beginners;odins0n;750;4340;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
faressayah/data-science-best-practices-with-pandas-part-1;data-science-best-practices-with-pandas-part-1;faressayah;600;255;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vikumsw/explaining-random-forest-model-with-lime;explaining-random-forest-model-with-lime;vikumsw;1050;4300;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ashishpatel26/advance-pandas-tricks-and-techniques;advance-pandas-tricks-and-techniques;ashishpatel26;550;4280;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
sachinkulkarni/an-interactive-data-science-tutorial;an-interactive-data-science-tutorial;sachinkulkarni;850;4260;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bextuychiev/beautiful-umap-tutorial-on-100-dimensional-data;beautiful-umap-tutorial-on-100-dimensional-data;bextuychiev;900;245;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
faressayah/k-means-clustering-private-vs-public-universities;k-means-clustering-private-vs-public-universities;faressayah;850;4220;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
onedatareader/titanic-data-analysis;titanic-data-analysis;onedatareader;1050;4200;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hardikgarg03/titanic-using-random-forest;titanic-using-random-forest;hardikgarg03;850;4180;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
rafalplis/my-approach-to-titanic-competition;my-approach-to-titanic-competition;rafalplis;1150;4160;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
wei10117/titanic-machine-learning-from-disaster;titanic-machine-learning-from-disaster;wei10117;1350;4140;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
dantefilu/keras-neural-network-a-hitchhiker-s-guide-to-nn;keras-neural-network-a-hitchhiker-s-guide-to-nn;dantefilu;1050;4120;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
plasticgrammer/titanic-predict-survivors;titanic-predict-survivors;plasticgrammer;650;4100;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
arthurtok/0-808-with-simple-stacking;0-808-with-simple-stacking;arthurtok;1250;4080;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
corazon17/titanic-data-analysis-and-classification;titanic-data-analysis-and-classification;corazon17;1050;4060;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
massquantity/end-to-end-process-for-titanic-problem;end-to-end-process-for-titanic-problem;massquantity;1450;4040;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jeremyd/titanic-logistic-regression-in-r;titanic-logistic-regression-in-r;jeremyd;750;4020;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
danishyousuf19/titanic-machine-learning-from-disaster;titanic-machine-learning-from-disaster;danishyousuf19;1150;4000;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
rohan1506/fastai-tutorial-detailed;fastai-tutorial-detailed;rohan1506;950;3980;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
ruchi798/break-the-ice;break-the-ice;ruchi798;450;3960;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
samratp/beginner-tutorial-using-votingclassifier-82-27;beginner-tutorial-using-votingclassifier-82-27;samratp;1050;3940;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ohseokkim/titanic-missing-and-small-data-are-disaster;titanic-missing-and-small-data-are-disaster;ohseokkim;950;3920;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jiuzhang/titanic-framework;titanic-framework;jiuzhang;650;3900;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
nobodymartin/lightgbm-explanation-practice-with-dataset;lightgbm-explanation-practice-with-dataset;nobodymartin;1150;3880;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bhatnagardaksh/gradient-descent-from-scratch;gradient-descent-from-scratch;bhatnagardaksh;600;195;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
campusx/titanic-single-sample-t-test;titanic-single-sample-t-test;campusx;450;3840;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vbmokin/50-advanced-tips-data-science-for-tabular-data;50-advanced-tips-data-science-for-tabular-data;vbmokin;750;3820;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
mdmahmudferdous/titanic-survivor-prediction-0-804-top-8;titanic-survivor-prediction-0-804-top-8;mdmahmudferdous;1350;3800;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
subinium/subinium-tutorial-titanic-beginner;subinium-tutorial-titanic-beginner;subinium;950;3780;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
dimitreoliveira/naive-bayes-probabilistic-ml-titanic-survival;naive-bayes-probabilistic-ml-titanic-survival;dimitreoliveira;850;3760;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-07;py310-python-kaggle-start-book-ch02-07;sishihara;950;3740;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
eu1234/titanic-81-57-leaderboard-top-1-no-cheating;titanic-81-57-leaderboard-top-1-no-cheating;eu1234;2450;3720;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sandhyakrishnan02/logistic-regression-titanic-dataset;logistic-regression-titanic-dataset;sandhyakrishnan02;750;3700;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
currypurin/tutorial-of-kaggle-ver3-ch5;tutorial-of-kaggle-ver3-ch5;currypurin;650;3680;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
alexryzhkov/lightautoml-titanic-love;lightautoml-titanic-love;alexryzhkov;1050;3660;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
shilongzhuang/statistical-testing-guide-for-beginners;statistical-testing-guide-for-beginners;shilongzhuang;500;175;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
roshan77/pyspark-classification-model;pyspark-classification-model;roshan77;1150;3620;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
aimack/how-to-handle-outliers;how-to-handle-outliers;aimack;550;3600;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vaishvik25/titanic-eda-fe-3-model-decision-tree-viz;titanic-eda-fe-3-model-decision-tree-viz;vaishvik25;1350;3580;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
campusx/titanic-clt;titanic-clt;campusx;450;3560;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
lordozvlad/leaky-relu-dropout-sigmoid-pytorch;leaky-relu-dropout-sigmoid-pytorch;lordozvlad;950;3540;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
chumajin/pytorch-neural-network-starter-detail;pytorch-neural-network-starter-detail;chumajin;1050;3520;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bcruise/matplotlib-basics-tutorial;matplotlib-basics-tutorial;bcruise;550;3500;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vbmokin/automatic-eda-with-pandas-profiling;automatic-eda-with-pandas-profiling;vbmokin;650;3480;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
nareshbhat/starter-guide-to-build-nlp-ml-model-in-pycaret;starter-guide-to-build-nlp-ml-model-in-pycaret;nareshbhat;1000;125;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bijucyborg/day-1-30-days-of-kaggle;day-1-30-days-of-kaggle;bijucyborg;250;3440;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
boss0ayush/extensive-eda-plus-top2;extensive-eda-plus-top2;boss0ayush;1550;3420;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-28-logistic-regression;python-for-data-28-logistic-regression;hamelg;650;3400;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
limmyoungjin/r-t2-1-titanic;r-t2-1-titanic;limmyoungjin;350;3380;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bextuychiev/25-pandas-functions-you-didn-t-know-existed;25-pandas-functions-you-didn-t-know-existed;bextuychiev;300;105;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vahidehdashti/loan-prediction-case-study-dt-rf;loan-prediction-case-study-dt-rf;vahidehdashti;1050;3340;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vbmokin/merging-fe-prediction-xgb-lgb-logr-linr;merging-fe-prediction-xgb-lgb-logr-linr;vbmokin;1850;3320;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vaibhavsagar/titanic-by-a-beginner;titanic-by-a-beginner;vaibhavsagar;850;3300;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vipin20/titanic-prediction-eda-hyperparameter;titanic-prediction-eda-hyperparameter;vipin20;1250;3280;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
lvpeiyuan/titaniclvpeiyuan;titaniclvpeiyuan;lvpeiyuan;550;3260;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
adamml/titanic-to-beginner;titanic-to-beginner;adamml;750;3240;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vbmokin/titanic-top-3-cluster-analysis;titanic-top-3-cluster-analysis;vbmokin;1450;3220;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
desalegngeb/a-short-tutorial-in-r-easy-start;a-short-tutorial-in-r-easy-start;desalegngeb;300;65;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sonalisingh1411/survival-forecasting-with-eda-prediction-model;survival-forecasting-with-eda-prediction-model;sonalisingh1411;1150;3180;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-index;intro-to-r-index;hamelg;50;3160;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
michielkalkman/kaggle-titanic-001;kaggle-titanic-001;michielkalkman;450;3140;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
subinium/how-to-use-pycaret-with-feature-engineering;how-to-use-pycaret-with-feature-engineering;subinium;950;3120;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
nareshbhat/eda-within-snap-of-fingers;eda-within-snap-of-fingers;nareshbhat;200;60;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
simulacra/titanic-with-xgboost;titanic-with-xgboost;simulacra;750;3080;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jiuzhang/titanic-ninechapter;titanic-ninechapter;jiuzhang;650;3060;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
abdmental01/embark-on-titanic-a-beginner-s-journey-through-ml;embark-on-titanic-a-beginner-s-journey-through-ml;abdmental01;1050;3040;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-6-matrices;intro-to-r-part-6-matrices;hamelg;150;3020;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
wissams/titanic-competition-step-by-step-using-xgboost;titanic-competition-step-by-step-using-xgboost;wissams;1250;3000;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
xiefei/01-titanic;01-titanic;xiefei;350;2980;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bextuychiev/no-bs-guide-to-hyperparameter-tuning-with-optuna;no-bs-guide-to-hyperparameter-tuning-with-optuna;bextuychiev;1500;35;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
kartushovdanil/mlops-how-to-be-rock-of-ml;mlops-how-to-be-rock-of-ml;kartushovdanil;900;25;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
awwalmalhi/titanic-eda-and-feature-engineering;titanic-eda-and-feature-engineering;awwalmalhi;1150;2920;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
annastasy/your-guide-to-data-visualization;your-guide-to-data-visualization;annastasy;850;2900;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
manrunning/catboost-for-titanic-top-7;catboost-for-titanic-top-7;manrunning;1050;2880;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hadeux/titanic-survivor-predict-eda-lightgbm-kor-eng;titanic-survivor-predict-eda-lightgbm-kor-eng;hadeux;1350;2860;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
karolmc/getting-started-with-titanic;getting-started-with-titanic;karolmc;750;2840;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ramsesmdlc/titanic-logistic-regression-model;titanic-logistic-regression-model;ramsesmdlc;650;2820;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
madhurpant/beautiful-titanic-eda-with-ml;beautiful-titanic-eda-with-ml;madhurpant;1250;2800;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aldemuro/comparing-ml-algorithms-train-accuracy-90;comparing-ml-algorithms-train-accuracy-90;aldemuro;1050;2780;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
arunjangir245/titanic-machine-learning-decisiontreeclassifier;titanic-machine-learning-decisiontreeclassifier;arunjangir245;850;2760;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
mrbisht/plotly-visual-plots-first-notebook;plotly-visual-plots-first-notebook;mrbisht;650;2740;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
surajkumar88/titanic-machine-learning-from-disaster-eda;titanic-machine-learning-from-disaster-eda;surajkumar88;1150;2720;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
rohan1506/optimizing-pandas-like-a-pro;optimizing-pandas-like-a-pro;rohan1506;450;1310;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
kkjira/titanic-with-pycaret;titanic-with-pycaret;kkjira;850;2680;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
drbeane/abc-titanic-v01;abc-titanic-v01;drbeane;450;2660;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
saadmuhammad17/a-beginners-guide-to-data-science-top-3;a-beginners-guide-to-data-science-top-3;saadmuhammad17;1350;2640;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
elcaiseri/titanic-getting-starts-with-kaggle-competitions;titanic-getting-starts-with-kaggle-competitions;elcaiseri;950;2620;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
computervisi/all-best-models;all-best-models;computervisi;1550;2600;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
rohan1506/pandas-tips-tricks-tutorial;pandas-tips-tricks-tutorial;rohan1506;350;1250;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
michaelmorr/titanic-survival-with-random-forest-classification;titanic-survival-with-random-forest-classification;michaelmorr;950;2560;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
arunjangir245/titanic-machine-learning-logistic-regression;titanic-machine-learning-logistic-regression;arunjangir245;850;2540;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
guesejustin/91-genetic-algorithms-explained-using-geap;91-genetic-algorithms-explained-using-geap;guesejustin;1250;2520;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
maheshnanavare/titanic-using-pipelined-xgboost-gridsearch;titanic-using-pipelined-xgboost-gridsearch;maheshnanavare;1450;2500;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aminizahra/titanic-prediction-90-accuracy;titanic-prediction-90-accuracy;aminizahra;1050;2480;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
subinium/dark-mode-visualization-apple-version;dark-mode-visualization-apple-version;subinium;650;2460;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
josh24990/simple-end-to-end-ml-workflow-top-5-score;simple-end-to-end-ml-workflow-top-5-score;josh24990;1350;2440;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-02;py310-python-kaggle-start-book-ch02-02;sishihara;650;2420;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sagarlokesh/titanic-model-accuracy-82;titanic-model-accuracy-82;sagarlokesh;950;2400;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aimack/complete-guide-to-feature-scaling;complete-guide-to-feature-scaling;aimack;650;2380;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
alaasedeeq/predicting-the-survival-of-titanic-top-6;predicting-the-survival-of-titanic-top-6;alaasedeeq;1250;2360;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
frankmollard/interactive-eda;interactive-eda;frankmollard;850;2340;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
nitindatta/first-kaggle-submission;first-kaggle-submission;nitindatta;550;2320;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
scirpus/genetic-programming-lb-0-88;genetic-programming-lb-0-88;scirpus;1850;2300;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
mysarahmadbhat/types-of-transformations-for-better-distribution;types-of-transformations-for-better-distribution;mysarahmadbhat;450;1190;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ccastleberry/titanic-cabin-features;titanic-cabin-features;ccastleberry;750;2260;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
yaheaal/zinc-titanic;zinc-titanic;yaheaal;650;2240;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
khashayarrahimi94/votingclassifier-ensemble-with-just-5-feature;votingclassifier-ensemble-with-just-5-feature;khashayarrahimi94;1050;2220;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
javigallego/top-3-fe-tuning-ensembling;top-3-fe-tuning-ensembling;javigallego;1950;2200;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
mysarahmadbhat/python-from-zero-to;python-from-zero-to;mysarahmadbhat;250;1185;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
carlmcbrideellis/overfitting-and-underfitting-the-titanic;overfitting-and-underfitting-the-titanic;carlmcbrideellis;750;2160;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
matthewdahbar/assignment-0;assignment-0;matthewdahbar;150;2140;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vahidehdashti/let-s-go-first-step-guideline;let-s-go-first-step-guideline;vahidehdashti;850;2120;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
lezhili/vis-ds;vis-ds;lezhili;550;2100;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
suvroo/automl-and-autoeda-using-h20-tpot-and-more;automl-and-autoeda-using-h20-tpot-and-more;suvroo;1450;2080;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
raghavgarg12/titanic-baseline;titanic-baseline;raghavgarg12;650;2060;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
gpreda/santander-eda-and-prediction;santander-eda-and-prediction;gpreda;1250;4990;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jiweiliu/lgb-2-leaves-augment;lgb-2-leaves-augment;jiweiliu;1050;4970;Santander;Finance;0;0;0;0;0;0;0;0;0;0
yag320/list-of-fake-samples-and-public-private-lb-split;list-of-fake-samples-and-public-private-lb-split;yag320;850;4950;Santander;Finance;0;0;0;0;0;0;0;0;0;0
cdeotte/200-magical-models-santander-0-920;200-magical-models-santander-0-920;cdeotte;2550;4930;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mjbahmani/santander-ml-explainability;santander-ml-explainability;mjbahmani;1450;4910;Santander;Finance;0;0;0;0;0;0;0;0;0;0
cdeotte/modified-naive-bayes-santander-0-899;modified-naive-bayes-santander-0-899;cdeotte;950;4890;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jesucristo/santander-magic-lgb-0-901;santander-magic-lgb-0-901;jesucristo;1150;4870;Santander;Finance;0;0;0;0;0;0;0;0;0;0
roydatascience/eda-pca-simple-lgbm-on-kfold-technique;eda-pca-simple-lgbm-on-kfold-technique;roydatascience;1350;4850;Santander;Finance;0;0;0;0;0;0;0;0;0;0
vinhnguyen/gpu-acceleration-for-lightgbm;gpu-acceleration-for-lightgbm;vinhnguyen;850;4830;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fl2ooo/nn-wo-pseudo-1-fold-seed;nn-wo-pseudo-1-fold-seed;fl2ooo;1550;4810;Santander;Finance;0;0;0;0;0;0;0;0;0;0
felipemello/why-your-model-is-overfitting-not-making-progress;why-your-model-is-overfitting-not-making-progress;felipemello;750;4790;Santander;Finance;0;0;0;0;0;0;0;0;0;0
brandenkmurray/nothing-works;nothing-works;brandenkmurray;450;4770;Santander;Finance;0;0;0;0;0;0;0;0;0;0
allunia/santander-customer-transaction-eda;santander-customer-transaction-eda;allunia;1050;4750;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jiweiliu/fast-pdf-calculation-with-correlation-matrix;fast-pdf-calculation-with-correlation-matrix;jiweiliu;950;4730;Santander;Finance;0;0;0;0;0;0;0;0;0;0
blackblitz/gaussian-naive-bayes;gaussian-naive-bayes;blackblitz;650;4710;Santander;Finance;0;0;0;0;0;0;0;0;0;0
nawidsayed/lightgbm-and-cnn-3rd-place-solution;lightgbm-and-cnn-3rd-place-solution;nawidsayed;2250;4690;Santander;Finance;0;0;0;0;0;0;0;0;0;0
artgor/santander-eda-fe-fs-and-models;santander-eda-fe-fs-and-models;artgor;1850;4670;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mathormad/knowledge-distillation-with-nn-rankgauss;knowledge-distillation-with-nn-rankgauss;mathormad;1650;4650;Santander;Finance;0;0;0;0;0;0;0;0;0;0
chocozzz/santander-lightgbm-baseline-lb-0-899;santander-lightgbm-baseline-lb-0-899;chocozzz;1150;4630;Santander;Finance;0;0;0;0;0;0;0;0;0;0
hjd810/keras-lgbm-aug-feature-eng-sampling-prediction;keras-lgbm-aug-feature-eng-sampling-prediction;hjd810;1950;4610;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fayzur/lgb-bayesian-parameters-finding-rank-average;lgb-bayesian-parameters-finding-rank-average;fayzur;1450;4590;Santander;Finance;0;0;0;0;0;0;0;0;0;0
felipemello/boosting-creativity-towards-feature-engineering;boosting-creativity-towards-feature-engineering;felipemello;950;4570;Santander;Finance;0;0;0;0;0;0;0;0;0;0
somang1418/tuning-hyperparameters-under-10-minutes-lgbm;tuning-hyperparameters-under-10-minutes-lgbm;somang1418;850;4550;Santander;Finance;0;0;0;0;0;0;0;0;0;0
darbin/hierarchical-clustering-approach;hierarchical-clustering-approach;darbin;1050;4530;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jesucristo/30-lines-starter-solution-fast;30-lines-starter-solution-fast;jesucristo;550;4510;Santander;Finance;0;0;0;0;0;0;0;0;0;0
titericz/giba-single-model-public-0-9245-private-0-9234;giba-single-model-public-0-9245-private-0-9234;titericz;2850;4490;Santander;Finance;0;0;0;0;0;0;0;0;0;0
josh24990/santander-customer-transaction-prediction;santander-customer-transaction-prediction;josh24990;1250;4470;Santander;Finance;0;0;0;0;0;0;0;0;0;0
gpreda/santander-fast-compact-solution;santander-fast-compact-solution;gpreda;950;4450;Santander;Finance;0;0;0;0;0;0;0;0;0;0
tanreinama/lightgbm-minimize-leaves-with-feature-enginering;lightgbm-minimize-leaves-with-feature-enginering;tanreinama;1150;4430;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jesucristo/top-1-in-40-lines;top-1-in-40-lines;jesucristo;750;4410;Santander;Finance;0;0;0;0;0;0;0;0;0;0
roydatascience/eda-pca-lgbm-santander-transactions;eda-pca-lgbm-santander-transactions;roydatascience;1450;4390;Santander;Finance;0;0;0;0;0;0;0;0;0;0
gpreda/santander-improved-starter-solution;santander-improved-starter-solution;gpreda;1050;4370;Santander;Finance;0;0;0;0;0;0;0;0;0;0
omgrodas/lightgbm-with-data-augmentation;lightgbm-with-data-augmentation;omgrodas;1350;4350;Santander;Finance;0;0;0;0;0;0;0;0;0;0
indranilbhattacharya/santander-xgb-lgb-starter;santander-xgb-lgb-starter;indranilbhattacharya;1250;4330;Santander;Finance;0;0;0;0;0;0;0;0;0;0
brandenkmurray/randomly-shuffled-data-also-works;randomly-shuffled-data-also-works;brandenkmurray;650;4310;Santander;Finance;0;0;0;0;0;0;0;0;0;0
super13579/pytorch-nn-cyclelr-k-fold-0-897-lightgbm-0-899;pytorch-nn-cyclelr-k-fold-0-897-lightgbm-0-899;super13579;1850;4290;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jesucristo/90-lines-solution-0-901-fast;90-lines-solution-0-901-fast;jesucristo;850;4270;Santander;Finance;0;0;0;0;0;0;0;0;0;0
graf10a/logistic-regression-with-new-features-feather;logistic-regression-with-new-features-feather;graf10a;950;4250;Santander;Finance;0;0;0;0;0;0;0;0;0;0
blackblitz/gaussian-mixture-naive-bayes;gaussian-mixture-naive-bayes;blackblitz;750;4230;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fayzur/lightgbm-customer-transaction-prediction;lightgbm-customer-transaction-prediction;fayzur;1150;4210;Santander;Finance;0;0;0;0;0;0;0;0;0;0
dott1718/922-in-3-minutes;922-in-3-minutes;dott1718;180;4190;Santander;Finance;0;0;0;0;0;0;0;0;0;0
niteshx2/beginner-explained-lgb-2-leaves-augment;beginner-explained-lgb-2-leaves-augment;niteshx2;1250;4170;Santander;Finance;0;0;0;0;0;0;0;0;0;0
youhanlee/yh-eda-i-want-to-see-all;yh-eda-i-want-to-see-all;youhanlee;950;4150;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sandeepkumar121995/magic-parameters;magic-parameters;sandeepkumar121995;350;4130;Santander;Finance;0;0;0;0;0;0;0;0;0;0
yuzusan/santander-draft-v3-eda-lgb-nn;santander-draft-v3-eda-lgb-nn;yuzusan;1650;4110;Santander;Finance;0;0;0;0;0;0;0;0;0;0
amrmahmoud123/1-guide-to-ensembling-methods;1-guide-to-ensembling-methods;amrmahmoud123;1050;4090;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fatihozturk/competition-points-calculation;competition-points-calculation;fatihozturk;250;4070;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
tezdhar/getting-started-santander;getting-started-santander;tezdhar;750;4050;Santander;Finance;0;0;0;0;0;0;0;0;0;0
